path,mfcc_mean_0,mfcc_mean_1,mfcc_mean_2,mfcc_mean_3,mfcc_mean_4,mfcc_mean_5,mfcc_mean_6,mfcc_mean_7,mfcc_mean_8,mfcc_mean_9,mfcc_mean_10,mfcc_mean_11,mfcc_mean_12,mfcc_std_0,mfcc_std_1,mfcc_std_2,mfcc_std_3,mfcc_std_4,mfcc_std_5,mfcc_std_6,mfcc_std_7,mfcc_std_8,mfcc_std_9,mfcc_std_10,mfcc_std_11,mfcc_std_12,mfcc_var_0,mfcc_var_1,mfcc_var_2,mfcc_var_3,mfcc_var_4,mfcc_var_5,mfcc_var_6,mfcc_var_7,mfcc_var_8,mfcc_var_9,mfcc_var_10,mfcc_var_11,mfcc_var_12,mfcc_median_0,mfcc_median_1,mfcc_median_2,mfcc_median_3,mfcc_median_4,mfcc_median_5,mfcc_median_6,mfcc_median_7,mfcc_median_8,mfcc_median_9,mfcc_median_10,mfcc_median_11,mfcc_median_12,mfcc_skew_0,mfcc_skew_1,mfcc_skew_2,mfcc_skew_3,mfcc_skew_4,mfcc_skew_5,mfcc_skew_6,mfcc_skew_7,mfcc_skew_8,mfcc_skew_9,mfcc_skew_10,mfcc_skew_11,mfcc_skew_12,wavelet_mean,wavelet_std,wavelet_var,wavelet_median,wavelet_skew,zcr_mean,zcr_std,zcr_var,zcr_median,zcr_skew,spectral_centroid_mean,spectral_centroid_std,spectral_centroid_var,spectral_centroid_median,spectral_centroid_skew,spectral_bandwidth_mean,spectral_bandwidth_std,spectral_bandwidth_var,spectral_bandwidth_median,spectral_bandwidth_skew,spectral_contrast_mean_0,spectral_contrast_mean_1,spectral_contrast_mean_2,spectral_contrast_mean_3,spectral_contrast_mean_4,spectral_contrast_mean_5,spectral_contrast_mean_6,spectral_contrast_std_0,spectral_contrast_std_1,spectral_contrast_std_2,spectral_contrast_std_3,spectral_contrast_std_4,spectral_contrast_std_5,spectral_contrast_std_6,spectral_contrast_var_0,spectral_contrast_var_1,spectral_contrast_var_2,spectral_contrast_var_3,spectral_contrast_var_4,spectral_contrast_var_5,spectral_contrast_var_6,spectral_contrast_median_0,spectral_contrast_median_1,spectral_contrast_median_2,spectral_contrast_median_3,spectral_contrast_median_4,spectral_contrast_median_5,spectral_contrast_median_6,spectral_contrast_skew_0,spectral_contrast_skew_1,spectral_contrast_skew_2,spectral_contrast_skew_3,spectral_contrast_skew_4,spectral_contrast_skew_5,spectral_contrast_skew_6,spectral_flatness_mean,spectral_flatness_std,spectral_flatness_var,spectral_flatness_median,spectral_flatness_skew,spectral_rolloff_mean,spectral_rolloff_std,spectral_rolloff_var,spectral_rolloff_median,spectral_rolloff_skew,label
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_iPad_NS_chunk1.wav,-463.15768,63.465515,-6.3546543,32.081577,0.35052624,11.690726,-9.289586,8.909344,0.62479514,6.51219,-13.555397,14.160316,-3.3301935,90.01942,17.433264,23.421963,9.224332,8.471525,9.153197,9.370001,8.58187,4.4649143,7.470359,8.457107,6.28882,4.9249835,8103.4956,303.9187,548.5884,85.088295,71.76673,83.78101,87.79692,73.64849,19.93546,55.80626,71.522644,39.54925,24.25546,-496.71432,62.490307,-6.1876826,31.278267,1.8263729,14.033082,-9.044701,11.9724865,-0.56166786,7.660723,-12.436676,13.562255,-3.9473934,0.6944238,-0.6352577,-0.23378804,0.21975806,-0.3427287,-0.32382733,-0.25262195,-0.40215176,0.5014221,-0.83389276,-0.23003247,0.5502618,0.5039747,-5.262368176772725e-06,0.003283891826868,1.078394507203484e-05,9.864643288892694e-07,-0.2362087596157867,0.1644461495535714,0.0688392897996941,0.0047388478201262,0.151123046875,1.0408422647935445,2265.429366288326,272.4237689133285,74214.70986894262,2229.2133784760144,1.0771729674834674,2013.7334427264277,250.6441845138037,62822.50723058968,2024.8811125582645,-0.1749934894560008,22.49807067985541,12.61049423890586,13.808009574344076,14.670063338401626,15.477169067733472,16.557777210512853,47.04819135084779,5.548934485375174,3.507715692674677,2.7438178631638706,2.205240193470726,2.201070935336639,3.9594614956773313,5.025801104513327,30.79067392298584,12.30406938063619,7.528536466217149,4.863084310898805,4.844713262383707,15.677335335751373,25.258676742127385,21.861806746640667,12.175910884084187,13.487519392641625,14.499168788053735,15.356641652606468,15.508515551481526,47.62177394873339,1.9457025453871677,0.6942251897444893,0.6248441227348834,0.4222145311910247,0.100660603372265,1.933451642188008,-4.302198549316819,0.052587405,0.019887982,0.00039553185,0.048342302,1.1999904,4704.799107142857,657.2542916137473,431983.2038446889,5023.4375,-0.4273333296860578,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_12inch_NS_chunk5.wav,-554.5509,46.92472,5.8556256,21.439402,10.364564,1.2066679,-7.3581414,-2.1337464,4.2357006,-5.350134,-7.8837667,8.05953,-1.2712425,141.38553,39.08825,21.740046,18.615793,16.489248,7.8878937,11.044457,10.72918,10.135528,9.179173,9.482994,9.179708,6.780229,19989.87,1527.8914,472.6296,346.5478,271.89532,62.21887,121.980034,115.1153,102.72892,84.25723,89.92718,84.26703,45.971508,-588.81134,55.06739,0.0,22.508472,4.873563,0.0,-4.3124933,0.0,0.0,-0.924363,-5.5086107,7.8796654,0.0,1.239528,-0.08387236,0.10080424,0.28297362,-0.1947405,-0.19138174,-0.5982491,-1.6085619,-0.4551984,-1.4740992,-1.051303,0.25688213,-0.81348234,-1.3682522876479196e-05,0.0199711993336677,0.0003988487878814,0.0,0.2500239998256975,0.0540287078373015,0.0540939023082653,0.0029261502669361,0.044677734375,1.4241824585773164,1079.5340606267443,839.2869127636394,704402.5219363209,1282.893689248987,-0.1241625986349698,1205.7283175621549,856.4249681549662,733463.726079235,1724.631518158914,-0.6791745522826074,20.150147858161663,18.290792450137413,18.843470851560102,18.521562597795118,20.464871884671933,20.704655485408157,43.76049688537101,4.886399653325541,7.369336241206501,5.800841941380706,5.2553526522914265,4.105417471311865,5.151268993677314,13.79500149793372,23.876901572019968,54.30711663595956,33.64976722888147,27.61873149994653,16.854452613752706,26.535572245221285,190.3020663279936,19.868246296178967,17.457760635036344,17.274866494622643,17.355003512449642,20.1346821910212,21.513746866852205,51.64414194675014,-0.3288173915920776,0.013729534425786,0.1207414402540504,0.2249115342676251,-0.2342735673231823,-0.1343026934549016,-0.522189082339061,0.3422301,0.46532223,0.21652478,0.016772524,0.7043869,2291.7906746031745,1693.397958610155,2867596.64622504,2964.84375,-0.4359151570690986,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_12inch_NS_chunk2.wav,-463.4827,54.623928,6.3148656,36.32563,13.255856,-1.8792424,-3.2924335,-3.9815736,3.1972919,-7.0400805,-14.565625,15.291627,-1.099474,133.31903,14.209076,28.991966,12.185246,12.653293,14.638349,12.732337,14.248853,11.488273,12.660237,15.390829,10.808553,8.756098,17773.963,201.89783,840.53406,148.48022,160.10582,214.28125,162.1124,203.0298,131.98041,160.2816,236.87762,116.82482,76.66924,-506.1599,52.96207,0.93923795,33.128506,15.436901,-6.0390196,-4.2620745,2.516249,4.0044336,-2.1671324,-13.932293,17.333828,0.58310115,0.5482403,0.029277548,-0.0023961908,1.3992634,-0.88307863,0.30731237,-0.1174433,-0.7219586,-0.40258798,-0.7781347,-0.21468431,-0.043364428,-0.62982494,-2.482454146957025e-05,0.0267995558679103,0.0007182161789387,-4.560303068501526e-07,0.355729830386065,0.1008804563492063,0.0664058818323261,0.0044097411419288,0.076171875,1.181040743515934,1817.250138441796,474.8634780152182,225495.3227527096,1837.6828137820055,0.343999160883342,1891.757151866467,173.92656409154463,30250.44969669018,1904.0509786614684,-0.3145248538640106,17.07223446363419,16.311231558858182,15.90626587716525,15.233746238425626,17.06021900687261,19.31957687296404,52.61494336708044,4.335797847840311,6.301011008518487,4.098806191118755,2.2321256449861377,2.4479807245010017,4.770947368627211,6.949939556512671,18.799142977336675,39.70273972947116,16.800212192353435,4.982384895004782,5.9926096275284495,22.76193879421091,48.30165983917955,16.845431275139163,14.437788399402582,15.02292052743066,15.208638203796331,17.2003692807466,18.751131479012784,53.458718215532095,1.0449780983320691,0.8098342127839081,1.3459564035648128,0.3184395069599444,-0.1859209248402781,0.2918174572740198,-3.7084208510213297,0.01978848,0.02260732,0.00051109097,0.00806581,1.9159629,3944.6304563492063,815.7570386654244,665459.5461321826,3605.46875,0.9711573859185604,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-2_FIMO_Avid_NS_chunk1.wav,-494.1387,88.20353,12.991728,30.430296,1.8698606,19.162565,-13.691503,12.828274,-2.1458411,4.550502,-19.176622,14.655836,-7.7776065,132.52611,49.384174,18.31059,8.455697,10.183326,7.4261494,9.338589,6.757578,7.6954174,5.2424583,7.8319826,8.444119,4.5919857,17563.17,2438.7966,335.27774,71.49881,103.70013,55.147697,87.20924,45.664856,59.219448,27.483368,61.339954,71.303154,21.086332,-518.9533,112.30133,11.133369,31.068054,3.2734876,18.805592,-13.333367,12.3846035,-1.4568479,4.125859,-18.292164,16.041416,-7.609687,0.65479565,-1.0536228,0.09682013,0.60583365,-0.6724284,0.02093057,-0.025472514,0.16820167,-0.4963873,0.25914168,-0.36967787,-0.20522453,0.17419858,-7.47531294109649e-06,0.0049101901240646,2.4109966034302488e-05,-2.997039700858295e-07,-0.0224579705788055,0.1500573536706349,0.1658709086138498,0.0275131583243841,0.0712890625,1.2924394729296391,1797.39433135772,1049.7362064291283,1101946.1030882178,1315.8111696883493,1.0019926338225371,1772.4395899158444,185.8521158480893,34541.00896521162,1762.107585938938,0.1097217633441162,14.14825115568237,11.531836576638517,14.546988055390134,14.386355004118094,16.63921877560452,15.965111639421908,50.34557152419294,3.5805732443382,2.712856502330736,3.5827033024323582,2.0794994103936584,2.1577534510999805,1.660410076461874,5.864582339821559,12.820504758070586,7.3595904022381555,12.835762953259726,4.3243177978275735,4.655899955733877,2.7569616220161266,34.39332602054691,13.771049691504416,11.438967706563936,13.824748940310856,14.378004313754484,16.902943015820448,16.28545674097585,50.89007605620445,0.6929085753452837,1.0701628902793,1.1123846710859977,0.4692033891334076,-0.4107042887761414,-0.3654457605066946,-4.343797253834129,0.04673837,0.06752353,0.0045594275,0.008889845,1.3374772,3613.715277777778,1513.990459642862,2292167.111889605,3332.03125,0.3975648946746463,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-3_FIMO_Avid_NS_chunk4.wav,-275.05768,79.55302,12.4645195,29.565409,3.191689,20.552692,-10.240772,9.369948,10.199709,8.126512,-23.022465,16.05134,-3.8442452,140.60614,38.92804,23.161234,13.698589,13.851838,9.4541235,11.669065,6.8416443,10.751034,8.506856,10.982825,9.354324,5.296105,19770.086,1515.3922,536.44275,187.65135,191.87341,89.380455,136.1671,46.808094,115.58473,72.3666,120.622444,87.50338,28.048729,-237.22107,86.76294,5.358853,32.02149,-2.998863,22.009975,-13.932234,8.817044,12.199863,6.302369,-25.504684,17.624937,-4.3852224,-0.055736806,-1.4434141,0.34982485,0.0027111126,0.5679612,-0.58969015,0.4025482,0.45862788,-0.19691363,0.21866654,0.22605972,-0.2585058,0.39614064,0.0001382381014991,0.0404819473624229,0.0016387879149988,1.2751843314617872e-06,-0.0273888904503438,0.1599043588789682,0.133025606353721,0.0176958119457751,0.1650390625,0.889164244558656,1892.30218792594,936.6646188023622,877340.6081161743,2044.668767398509,0.4405224202747069,1819.601585903059,247.0068262618099,61012.37221993193,1904.1852026084136,-1.8755546107162115,14.394261105861336,12.802915650354526,14.964193677002054,15.285747059401892,18.209290947737223,17.02168004064899,52.18081351935941,3.608307630332833,3.318136024551219,3.5701972988318738,2.143290290946672,3.0535836163205405,2.2473515925716336,6.207981229042853,13.019883955118145,11.010026677424566,12.746308752586408,4.593693271266268,9.32437290186123,5.050589180634257,38.539030940148415,13.944716903713552,12.51568194927604,14.223104025500495,15.324170362747632,18.571197418939207,17.507917119586896,53.26711115267959,0.4278246783518262,0.5758748965855391,1.5669509891422733,0.0809094964615549,-0.2815379496534575,-0.4560535905719322,-3.8080557977871408,0.04367412,0.047816552,0.0022864225,0.038024962,1.3372383,3859.99503968254,1590.654272904837,2530181.0159104154,4398.4375,-0.6551131065091181,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-3_FIMO_Avid_NS_chunk3.wav,-284.97443,76.81733,16.349337,31.510492,4.0567293,22.058863,-8.901026,7.6177993,8.476344,8.580613,-22.020193,15.776404,-2.7432537,149.46564,41.63097,22.26908,12.489583,14.042713,8.550344,11.151032,7.214119,10.392702,8.502737,11.159589,10.1405115,4.712975,22339.977,1733.1376,495.91193,155.98969,197.1978,73.1084,124.34552,52.04351,108.008255,72.29654,124.53643,102.82998,22.212133,-257.63943,86.32449,8.422321,35.612534,-1.9115542,22.574085,-13.615376,8.866423,7.626027,5.944664,-24.489185,18.2356,-3.4076588,0.1188593,-1.0113902,0.30409986,-0.42756045,0.51708776,-0.43527302,0.30572057,-0.51929915,0.14500321,0.5371626,0.23359104,-0.22146313,0.4000968,0.000156221241923,0.0405621752142906,0.0016452900599688,3.06695756080444e-06,0.1244425993065997,0.1605088975694444,0.1429373888010441,0.0204310971172608,0.156494140625,0.7720854656240569,1897.75439269796,1020.494657461244,1041409.3459069416,2024.9605241326756,0.3461985834668505,1820.8524987057613,265.62216900906594,70555.13666908079,1938.351238792108,-1.5170729368323763,15.006347223814467,12.797598176304431,13.975165806442092,14.972564268588116,17.222945806363654,16.756619187347482,52.41961681442751,3.751168922580197,3.267390909414363,2.902004278093718,2.4542475463857927,3.0596453235948884,2.323999298093004,5.379520669531763,14.071268285731476,10.675843354923618,8.42162883007424,6.023331018940683,9.36142950619607,5.400972737536777,28.939242633919463,14.475418663991714,11.952127955915548,13.599503424002616,14.491171762027092,17.227526107685506,17.535387862044768,53.41155323347137,0.591227734546548,0.8002005701413687,0.8202694219674479,1.0281111412923147,-0.0144525203246521,-0.34895837126293,-3.3908095160967537,0.04641128,0.055330273,0.003061439,0.030139955,1.2700189,3793.526785714286,1736.1856958539552,3014340.7704878827,4515.625,-0.5030644759878496,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_Avid_NS_chunk1.wav,-409.4359,126.8323,49.4533,36.609867,19.37161,11.0655365,4.5279703,-0.59654254,-5.379874,-9.529298,-10.292644,-8.464104,-5.5499854,103.48448,46.71929,48.288826,20.430496,17.661953,11.636806,10.292864,10.957509,14.159304,12.994096,10.79397,12.179804,10.020436,10709.038,2182.6924,2331.8108,417.40518,311.94458,135.41524,105.94304,120.06701,200.48587,168.84653,116.50978,148.34761,100.409134,-453.18253,124.46169,65.79664,41.554462,19.81831,9.063406,3.9508462,-0.41239434,-3.389109,-6.6769543,-6.5689273,-5.984497,-4.3850584,1.1681503,0.1249106,-1.2217224,-0.6108227,-0.45922908,0.33412072,0.038707558,-0.21075635,-1.4503952,-1.3704453,-1.4435667,-1.4341981,-1.3861104,0.0001010668565868,0.1002770215272903,0.0100554805248975,-8.710048859938979e-08,0.1786541700579726,0.0255223834325396,0.0103388857292315,0.0001068925581221,0.02392578125,0.3029973037054763,355.06182414216454,189.24976268655087,35815.472676915844,282.0189871543183,1.262152791360197,485.2835621027753,195.87699865126132,38367.79860062624,446.6929857817436,1.352215696890195,13.06928976479216,16.438946422215754,18.293289119518757,19.235678091993268,17.566137661978576,16.61106097945205,37.41313364116358,3.5637078188196667,6.13933569792562,4.409221871959895,4.900755489962337,3.9098380239845993,4.367520038452667,5.962151116437936,12.700013417916429,37.69144281182387,19.44123751616952,24.01740437239598,15.286833373795798,19.075231286285582,35.54724593524213,12.810235107421931,15.005551568557337,17.965827199588176,18.404008656127417,17.202918552713363,15.109310218421111,38.18144717672172,0.6661825503458754,0.9836020015900186,0.2897147915677706,0.6024449869894472,-0.0072885060534367,0.0395728012216589,-3.856030446942739,5.100757e-05,0.00025485788,6.495254e-08,9.910787e-06,10.260739,544.890873015873,365.1594307179994,133341.40984229342,390.625,1.544921446800011,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_12inch_NS_chunk3.wav,-534.0725,81.310844,14.261204,30.657843,19.20946,1.0101781,-4.394249,-1.3556366,9.039436,-0.013397769,-12.450297,13.48569,1.5931733,125.38022,22.620129,22.938215,6.4800963,8.916628,13.371418,10.9364805,11.181364,9.422359,9.219573,13.644051,10.200659,8.492021,15720.199,511.67023,526.1617,41.991646,79.50625,178.79482,119.6066,125.022896,88.78086,85.000534,186.16011,104.05344,72.11442,-573.5901,84.65623,17.736797,31.51301,21.345055,0.93678224,-7.573884,0.10725278,12.123417,1.9020908,-10.43417,11.947062,3.5951982,1.3627801,-0.8283369,-0.44306275,0.20382679,-0.75232977,0.08961132,0.57357264,-1.0352466,-1.0985016,-1.2979087,-0.74490577,0.62428296,-1.6437364,-9.329381100542378e-06,0.0130005478858947,0.0001690142526058,2.126040499206283e-07,0.2795921811402293,0.0824691530257936,0.0579888607906757,0.0033627079758003,0.064697265625,2.279545895679538,1611.2366654855773,482.2531122776948,232568.0643015229,1397.8833207197076,1.2453059353390554,1870.9467552662663,149.57252284368298,22371.939589824065,1867.4781347641187,0.323525222959341,17.089743532612086,14.428491807180723,15.043880505741734,15.029737234836915,17.025878753223434,17.020890743806884,52.04009593526148,4.443585475113781,4.878201383677519,3.0163740707838302,2.1996716797368543,2.5732564679427194,3.7466396525062784,6.433093713403241,19.745451874642168,23.796848739713266,9.098512534897017,4.838555498636354,6.62164884980904,14.037308685732368,41.384694725428304,16.051621601273972,13.26408944896814,14.656007161308384,14.915563924077729,17.29020522115633,15.714877561834404,52.364689398201065,1.2326290809019331,1.0182490692453066,0.626510047140891,-0.0697132095300577,-0.2511890540500023,0.8635819891417472,-3.4481049403499364,0.016071824,0.019740071,0.00038967043,0.008913306,2.8913012,3671.56498015873,881.2645558575265,776627.2174107635,3378.90625,1.1632250967722215,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-1_FIMO_12inch_NS_chunk4.wav,-526.00134,76.32026,16.87972,29.833715,18.209105,3.611394,-9.69764,-2.018024,9.700469,-3.1295512,-8.917125,10.51466,1.4598846,120.85469,22.102654,24.42238,11.685051,14.84826,9.791255,12.001628,10.965982,10.199494,10.466325,9.387407,7.4238753,8.2226,14605.855,488.52725,596.4527,136.54042,220.47081,95.868675,144.03906,120.25276,104.02968,109.54396,88.12342,55.113926,67.611145,-564.7825,83.303246,22.87262,27.533863,23.726273,2.5039227,-10.944273,1.0370332,13.133137,-0.7307708,-8.309488,10.429527,2.568642,1.5903089,-1.0565885,-0.8031077,0.8500262,-1.7140421,-0.087518126,0.42999145,-1.504007,-1.6146867,-1.233151,-0.68725115,0.30546346,-0.8940304,-1.2277133464522194e-05,0.0199742391705513,0.0003989702672697,2.9662169254152104e-07,0.2497143167014885,0.0744280133928571,0.0401500822920758,0.0016120291080604,0.067626953125,2.5980882439382564,1522.763513029858,374.1604410847594,139996.0356727417,1366.7208193246774,1.4671824126665092,1813.8640351592237,97.20214239841832,9448.25648684239,1812.9701390813357,0.1291006351136008,17.862407187646383,14.29104574047038,15.826626255605454,15.498785907644129,18.16353519304476,17.478349447608036,52.09419892140409,4.2986830168495205,5.827271071868349,4.376019441444432,2.402665088907542,2.5518139054190048,4.150028905780514,6.240676899082625,18.47867567935049,33.9570881450337,19.14954615189964,5.772799529455086,6.511754207889792,17.222739918813815,38.94604815874352,16.95430739897076,13.127592673459668,14.88588306248322,15.595789704980405,18.12347818547912,16.467255636817903,52.64057414358842,1.122827375865766,1.418875699737837,1.4570024754142157,0.2374445202359343,-0.1676565183516897,1.25538486768617,-3.996184268979239,0.011811626,0.013772898,0.00018969273,0.008764731,4.957597,3395.709325396825,499.201368656073,249202.0064680965,3421.875,0.9217671566826448,0
/data/jiayiwang/summerschool/data/chunks_DB/chunk_Stridor/Control-4C/Control-4C_ses-3_FIMO_Avid_NS_chunk2.wav,-310.8861,89.447845,18.698214,31.695559,4.928094,20.441616,-7.04854,6.567008,4.4165416,10.903189,-19.764595,10.7769985,-2.375938,138.98232,31.648745,22.498531,11.308273,12.027524,6.287641,10.453206,6.749284,8.995894,8.195052,10.393454,8.165771,6.342841,19316.082,1001.64307,506.1839,127.87705,144.66133,39.534428,109.26951,45.55283,80.92612,67.158875,108.02387,66.6798,40.231636,-340.99768,100.23773,11.996935,35.151375,1.2637658,20.09442,-7.0460005,7.857689,3.679019,7.574645,-20.782322,10.270702,-3.0394566,0.30935007,-1.5840588,0.18789777,-1.2791786,0.33469033,0.20762487,-0.073281065,-0.60154504,1.1200185,0.7023365,0.068742886,0.29986185,0.34818,-9.998898349294905e-06,0.02938973903656,0.0008637568098492,3.008273779414594e-06,0.0915323951080191,0.1205473400297619,0.1186333903141315,0.014073881297425,0.078125,1.4113670858083147,1663.4438584078248,791.4406322405041,626378.2743612488,1533.753397292964,0.9562817511392868,1848.2926620336457,200.4360639205472,40174.615719961694,1849.428412918128,0.103053262911171,14.702913832558234,13.1871304538456,14.309383460276631,14.900704891455987,16.239432343603724,16.54188097780631,51.64032233108224,3.9329582586451135,3.017711158431112,3.116467388631215,2.2845343680385928,2.571882261745834,2.614277984187487,6.315012960720658,15.468160664244811,9.106580635719643,9.712368984401865,5.219097278749492,6.614578368282865,6.834449378607391,39.87938869406989,14.26025532166466,13.11021790821409,13.66057508644372,15.02452220982428,16.432170999720437,16.803203063558595,52.43629093834501,0.6520215746708765,0.3345076632735034,1.3043044696644412,0.752008200383534,-0.1280569385091865,-0.0130285737255894,-4.1008304910925615,0.03211022,0.04484608,0.002011171,0.011906251,1.7354922,3660.032242063492,1376.4963470477849,1894742.1934358955,3679.6875,0.0363996747534103,0
